"id_peserta","nama","nama_ayah","nama_ibu","nama_wali","id_pendidikan_ayah","nama_pendidikan_ayah","id_pendidikan_ibu","nama_pendidikan_ibu","id_pendidikan_wali","nama_pendidikan_wali","nama_penghasilan_ayah","id_penghasilan_ayah","nama_penghasilan_ibu","id_penghasilan_ibu","nama_penghasilan_wali","id_penghasilan_wali"
706,Sophronia McCullogh,Dorie,Latisha,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
707,Nikolai Polack,Giffy,Cherin,,3,Sekolah Menengah Atas,4,Diploma,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
708,Sapphira Pesselt,Gamaliel,Debera,,6,Magister,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"10 Juta - 20 Juta",4,,
709,Caprice Aggett,Wolfgang,Gwyneth,,2,Sekolah Menengah Pertama,7,Doktoral,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
710,Radcliffe Alsina,Serge,Marge,,2,Sekolah Menengah Pertama,5,Sarjana,,,"5 Juta - 10 Juta",3,"50 Juta - 100 Juta",6,,
711,Antonella Shelmardine,Finn,Terra,,7,Doktoral,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"0 - 1 Juta",1,,
712,Marcelline Tolworth,Perceval,Hettie,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"100 Juta - 500 Juta",7,,
713,Jo Jagiela,Winfred,Marlene,,6,Magister,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"5 Juta - 10 Juta",3,,
714,Boy Iban,Stinky,Guenna,,7,Doktoral,4,Diploma,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
715,Catriona Furbank,Blayne,Cissiee,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"0 - 1 Juta",1,,
716,Sara Gadsden,Ephrayim,Aubry,,4,Diploma,7,Doktoral,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
717,Phyllis Melburg,Dwayne,Kate,,7,Doktoral,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
718,Edeline Dooney,Mikey,Kelsi,,6,Magister,5,Sarjana,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
719,Terry Lowcock,Sigfrid,Georgianne,,5,Sarjana,1,Sekolah Dasar,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
720,Forest Astell,Curcio,Mel,,1,Sekolah Dasar,5,Sarjana,,,"10 Juta - 20 Juta",4,"20 Juta - 50 Juta",5,,
721,Granger Parvin,Leighton,Nerte,,4,Diploma,4,Diploma,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
722,Dody Grestye,Morry,Blithe,,7,Doktoral,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
723,Papagena Fortune,Care,Auberta,,4,Diploma,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
724,Catherin Tittletross,Brod,Gaynor,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"0 - 1 Juta",1,,
725,Helli Blacklawe,Claudius,Ursuline,,5,Sarjana,4,Diploma,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
726,Hali Jouannin,Marcello,Lib,,4,Diploma,5,Sarjana,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
727,Prinz Dicks,Pall,Berrie,,5,Sarjana,6,Magister,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
728,Goddard Engall,Jacob,Nicolette,,5,Sarjana,7,Doktoral,,,"10 Juta - 20 Juta",4,"500 Juta - 1 Miliar",8,,
729,Megan Grinishin,Obidiah,Carole,,2,Sekolah Menengah Pertama,5,Sarjana,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
730,Mendel MacKomb,Euell,Almeta,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
731,Jessamyn Tuckley,Godfry,Sybille,,4,Diploma,4,Diploma,,,"10 Juta - 20 Juta",4,"50 Juta - 100 Juta",6,,
732,Dixie Pude,Gale,Rozalie,,4,Diploma,4,Diploma,,,"500 Juta - 1 Miliar",8,"500 Juta - 1 Miliar",8,,
733,Roxanna Tracy,Brandy,Mabelle,,4,Diploma,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
734,Fawn Allport,Jonathan,Riva,,4,Diploma,5,Sarjana,,,"5 Juta - 10 Juta",3,"100 Juta - 500 Juta",7,,
735,Hanna Bouda,Say,Ame,,2,Sekolah Menengah Pertama,7,Doktoral,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
736,Merrielle Gillogley,Barnett,Maxine,,1,Sekolah Dasar,6,Magister,,,"10 Juta - 20 Juta",4,"100 Juta - 500 Juta",7,,
737,Truman Durnin,Bronny,Leda,,7,Doktoral,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
738,Libbie Cropper,Pepillo,Shoshanna,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
739,Pennie Rule,Britt,Linn,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"100 Juta - 500 Juta",7,,
740,Fanni Hollingshead,Noam,Galina,,3,Sekolah Menengah Atas,4,Diploma,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
741,Keith Peskin,Shurlocke,Jennilee,,7,Doktoral,7,Doktoral,,,"10 Juta - 20 Juta",4,"50 Juta - 100 Juta",6,,
742,Berri Brailey,Dilly,Joleen,,7,Doktoral,5,Sarjana,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
743,Shaw Paszak,Alfy,Amara,,4,Diploma,7,Doktoral,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
744,Conchita Lucien,Ashby,Jannelle,,5,Sarjana,6,Magister,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
745,Shae Anthill,Berkie,Elisha,,4,Diploma,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"10 Juta - 20 Juta",4,,
746,Dannie Mabbs,Quentin,Gerhardine,,3,Sekolah Menengah Atas,4,Diploma,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
747,Tuck Lofty,Colver,Roberta,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"50 Juta - 100 Juta",6,,
748,Malory Heard,Cedric,Regan,,2,Sekolah Menengah Pertama,7,Doktoral,,,"5 Juta - 10 Juta",3,"500 Juta - 1 Miliar",8,,
749,Gibbie Wagge,Skipton,Julissa,,4,Diploma,5,Sarjana,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
750,Jarid Aisthorpe,Monroe,Jacklin,,5,Sarjana,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
751,Dalston Persian,Sherlock,Micki,,4,Diploma,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
752,Kennett Goddard,Royall,Dianna,,6,Magister,5,Sarjana,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
753,Jules Lacrouts,Waldon,Carmela,,7,Doktoral,6,Magister,,,"10 Juta - 20 Juta",4,"0 - 1 Juta",1,,
754,Jonathan Lardge,Ferris,Kriste,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
755,Ericka Wimpress,Leo,Kathryne,,3,Sekolah Menengah Atas,7,Doktoral,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
756,Guy Smooth,Ebeneser,Shane,,6,Magister,5,Sarjana,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
757,Upton Butts,Carson,Livvie,,1,Sekolah Dasar,4,Diploma,,,"1 Juta - 5 Juta",2,"20 Juta - 50 Juta",5,,
758,Harriot Margetson,Bernarr,Daron,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"1 Juta - 5 Juta",2,,
759,Byram Obal,Claudio,Coraline,,1,Sekolah Dasar,1,Sekolah Dasar,,,"10 Juta - 20 Juta",4,"1 Juta - 5 Juta",2,,
760,Ruthe Yanukhin,Kev,Vivianne,,6,Magister,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"0 - 1 Juta",1,,
761,Townie Hadeke,Garreth,Bethany,,4,Diploma,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
762,Kurtis Delahunty,Booth,Dorine,,6,Magister,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
763,Prinz Pendrigh,Jarret,Sandra,,2,Sekolah Menengah Pertama,5,Sarjana,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
764,Hervey Snodin,Cosmo,Kelci,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
765,Erminie Treen,Ritchie,Gigi,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"20 Juta - 50 Juta",5,,
766,Onofredo Ginglell,Graehme,Deina,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"10 Juta - 20 Juta",4,,
767,Odilia Root,Cyrill,Eleanora,,5,Sarjana,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"500 Juta - 1 Miliar",8,,
768,Kaila Filde,Kristian,Jori,,7,Doktoral,7,Doktoral,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
769,Adi Bottini,Trev,Terrijo,,7,Doktoral,4,Diploma,,,"5 Juta - 10 Juta",3,"0 - 1 Juta",1,,
770,Karola Fierro,Benedicto,Sarette,,3,Sekolah Menengah Atas,4,Diploma,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
771,Paolina Marchington,Luciano,Grethel,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
772,Gustave Borchardt,Rhys,Eudora,,6,Magister,4,Diploma,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
773,Travers Pitchers,Bendicty,Kali,,2,Sekolah Menengah Pertama,5,Sarjana,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
774,Paddy Natte,Vidovik,Hedwiga,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
775,Corabelle Clacey,Benjamen,Bethany,,6,Magister,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
776,Baird Murfin,Falkner,Dorrie,,1,Sekolah Dasar,4,Diploma,,,"10 Juta - 20 Juta",4,"500 Juta - 1 Miliar",8,,
777,Jewelle Marrow,Cassie,Katinka,,7,Doktoral,7,Doktoral,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
778,Torey Coleridge,Von,Louella,,1,Sekolah Dasar,6,Magister,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
779,Essa Daugherty,Gabi,Norry,,7,Doktoral,6,Magister,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
780,Jocelin Borer,Hakim,Dory,,7,Doktoral,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"1 Juta - 5 Juta",2,,
781,Erina Ions,Ram,Annaliese,,1,Sekolah Dasar,5,Sarjana,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
782,Umberto Slaght,Fulton,Ferne,,4,Diploma,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"5 Juta - 10 Juta",3,,
783,Brinn Haggard,Troy,Amber,,4,Diploma,6,Magister,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
784,Anabelle McBeith,Broddy,Inga,,2,Sekolah Menengah Pertama,4,Diploma,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
785,Anya Brockwell,Bil,Wilmette,,1,Sekolah Dasar,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
786,Dar Punchard,Ebenezer,Annamarie,,7,Doktoral,4,Diploma,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
787,Lorelei Snowsill,Yorker,Raquel,,2,Sekolah Menengah Pertama,4,Diploma,,,"5 Juta - 10 Juta",3,"0 - 1 Juta",1,,
788,Mikael Pulteneye,Sanford,Druci,,1,Sekolah Dasar,4,Diploma,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
789,Kalli Kahn,Ernesto,Masha,,6,Magister,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"10 Juta - 20 Juta",4,,
790,Bunni Langmuir,Guido,Calypso,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
791,Ilyse Munt,Sansone,Rosamond,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"5 Juta - 10 Juta",3,,
792,Karylin Ceely,Des,Tressa,,5,Sarjana,6,Magister,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
793,Leeanne Maitland,Rex,Valenka,,2,Sekolah Menengah Pertama,6,Magister,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
794,Roddy Widdop,Mikol,Jenn,,7,Doktoral,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
795,Damien Garlic,Irv,Euphemia,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"500 Juta - 1 Miliar",8,,
796,Griffith Pinnijar,Wendell,Lacey,,6,Magister,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
797,Montague Savell,Aldric,Cristy,,6,Magister,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"500 Juta - 1 Miliar",8,,
798,Stephie Gini,Bran,Mercedes,,6,Magister,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"1 Juta - 5 Juta",2,,
799,Ursulina MacCartan,Robinet,Christin,,1,Sekolah Dasar,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
800,Mathilda Jochanany,Derk,Fredericka,,7,Doktoral,4,Diploma,,,"100 Juta - 500 Juta",7,"0 - 1 Juta",1,,
801,Ambrose Farnill,Felike,Anthia,,6,Magister,7,Doktoral,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
802,Udell Pountney,Roy,Clarita,,5,Sarjana,1,Sekolah Dasar,,,"5 Juta - 10 Juta",3,"50 Juta - 100 Juta",6,,
803,Tansy Tellesson,Herbert,Rodie,,1,Sekolah Dasar,5,Sarjana,,,"0 - 1 Juta",1,"0 - 1 Juta",1,,
804,Rolando Tapper,Rollins,Ortensia,,3,Sekolah Menengah Atas,7,Doktoral,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
805,Washington Shoorbrooke,Chase,Brinna,,2,Sekolah Menengah Pertama,4,Diploma,,,"10 Juta - 20 Juta",4,"5 Juta - 10 Juta",3,,
806,Krishnah Springham,Grenville,Ianthe,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
807,Shalne Vobes,Ryan,Dido,,6,Magister,4,Diploma,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
808,Antons McCurlye,Jarret,Felipa,,6,Magister,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"10 Juta - 20 Juta",4,,
809,Amie Ibbeson,Mitchel,Fay,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
810,Borden Echallier,Eadmund,Claribel,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"50 Juta - 100 Juta",6,,
811,Edouard Honack,Jarid,Blithe,,1,Sekolah Dasar,5,Sarjana,,,"500 Juta - 1 Miliar",8,"100 Juta - 500 Juta",7,,
812,Hillel Videan,Aldric,Rachelle,,1,Sekolah Dasar,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"1 Juta - 5 Juta",2,,
813,Gabie Andriulis,Welsh,Herta,,7,Doktoral,7,Doktoral,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
814,Yancy Keigher,Richie,Ema,,1,Sekolah Dasar,1,Sekolah Dasar,,,"10 Juta - 20 Juta",4,"1 Juta - 5 Juta",2,,
815,Nealson Kirvell,Herrick,Ki,,4,Diploma,2,Sekolah Menengah Pertama,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
816,Gilemette Olrenshaw,Travus,Carry,,6,Magister,3,Sekolah Menengah Atas,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
817,Claiborne Penhall,Aldric,Addia,,3,Sekolah Menengah Atas,5,Sarjana,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
818,Sammie Fallows,Caryl,Karen,,1,Sekolah Dasar,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"500 Juta - 1 Miliar",8,,
819,Wynn Attlee,Lloyd,Netty,,1,Sekolah Dasar,4,Diploma,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
820,Sylvester O'Bradane,Ogdan,Atlante,,4,Diploma,7,Doktoral,,,"500 Juta - 1 Miliar",8,"100 Juta - 500 Juta",7,,
821,Claudina Flucks,York,Devi,,1,Sekolah Dasar,4,Diploma,,,"5 Juta - 10 Juta",3,"5 Juta - 10 Juta",3,,
822,Mar Lipscomb,Cullen,Nonna,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"5 Juta - 10 Juta",3,,
823,Trudy Seak,Cris,Milka,,4,Diploma,1,Sekolah Dasar,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
824,Wilton Chipman,Sergei,Athena,,1,Sekolah Dasar,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"20 Juta - 50 Juta",5,,
825,Vernice Dudny,Issiah,Gusella,,2,Sekolah Menengah Pertama,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"500 Juta - 1 Miliar",8,,
826,Ariadne Scutter,Neils,Norine,,6,Magister,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
827,Dinnie Lortzing,Thane,Moreen,,7,Doktoral,4,Diploma,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
828,Tabor Sultana,Spencer,Krystyna,,7,Doktoral,7,Doktoral,,,"5 Juta - 10 Juta",3,"500 Juta - 1 Miliar",8,,
829,Wayland Paolino,North,Nadiya,,6,Magister,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"10 Juta - 20 Juta",4,,
830,Anitra Aylen,Giovanni,Cati,,7,Doktoral,6,Magister,,,"0 - 1 Juta",1,"10 Juta - 20 Juta",4,,
831,Olivie Toretta,Felix,Berny,,7,Doktoral,6,Magister,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
832,Leticia Camell,Antonino,Charo,,6,Magister,4,Diploma,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
833,Nisse Colten,Darrin,Dorena,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"0 - 1 Juta",1,"0 - 1 Juta",1,,
834,Renee de Grey,Odie,Elnore,,6,Magister,6,Magister,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
835,Jesselyn Cushworth,Gino,Brooks,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
836,Nicoli Elsmor,Lemuel,Gilda,,2,Sekolah Menengah Pertama,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"500 Juta - 1 Miliar",8,,
837,Sarajane Wonfar,Wilmer,Alaine,,5,Sarjana,6,Magister,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
838,Melany Suddick,Orion,Helyn,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
839,Ricard Giovannelli,Jake,Jemmie,,6,Magister,6,Magister,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
840,Niko Gietz,Chance,Ellene,,2,Sekolah Menengah Pertama,6,Magister,,,"100 Juta - 500 Juta",7,"500 Juta - 1 Miliar",8,,
841,Fred Joe,Scottie,Robby,,2,Sekolah Menengah Pertama,7,Doktoral,,,"50 Juta - 100 Juta",6,"50 Juta - 100 Juta",6,,
842,Judy Mordaunt,Spense,Tiffie,,3,Sekolah Menengah Atas,5,Sarjana,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
843,Benni Dyke,Ike,Chiquita,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
844,Ariadne Esmead,Verge,Caterina,,4,Diploma,6,Magister,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
845,Pryce Kingcott,Alex,Bendite,,6,Magister,2,Sekolah Menengah Pertama,,,"50 Juta - 100 Juta",6,"10 Juta - 20 Juta",4,,
846,Bartholemy Feldberg,Dugald,Felisha,,1,Sekolah Dasar,7,Doktoral,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
847,Carson Gerrill,Ali,Fifi,,3,Sekolah Menengah Atas,5,Sarjana,,,"10 Juta - 20 Juta",4,"20 Juta - 50 Juta",5,,
848,Claudetta Jayme,Trueman,Christen,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
849,Jacobo Midlar,Baily,Wenda,,5,Sarjana,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
850,Abigael Bentham3,Lance,Jillian,,7,Doktoral,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"500 Juta - 1 Miliar",8,,
851,Donnamarie Van den Hof,Merwyn,Lacie,,2,Sekolah Menengah Pertama,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
852,Emalee Gouck,Skipton,Rea,,4,Diploma,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"1 Juta - 5 Juta",2,,
853,Hedvige Sier,Shem,Carolina,,4,Diploma,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"100 Juta - 500 Juta",7,,
854,Idaline Goney,Yehudi,Prisca,,1,Sekolah Dasar,7,Doktoral,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
855,Jamil Grigolon,Murvyn,Ann,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"0 - 1 Juta",1,"1 Juta - 5 Juta",2,,
856,Bard Pieroni,Edgard,Kat,,5,Sarjana,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
857,Jennilee Everix,Kirby,Jehanna,,3,Sekolah Menengah Atas,5,Sarjana,,,"5 Juta - 10 Juta",3,"5 Juta - 10 Juta",3,,
858,Russell Driver,Ossie,Sal,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
859,Marice Claffey,Obediah,Shawnee,,7,Doktoral,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
860,Norbie Felten,Rayner,Eleen,,1,Sekolah Dasar,5,Sarjana,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
861,Rosene Tidcomb,Thedrick,Yolanda,,7,Doktoral,3,Sekolah Menengah Atas,,,"50 Juta - 100 Juta",6,"50 Juta - 100 Juta",6,,
862,Garrot Eliaz,Ilario,Dalia,,6,Magister,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"500 Juta - 1 Miliar",8,,
863,Irving Everwin,Marven,Gustie,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
864,Pierrette Dowgill,Ashby,Stefa,,2,Sekolah Menengah Pertama,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
865,Conn Walewski,Sigfrid,Jorey,,3,Sekolah Menengah Atas,4,Diploma,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
866,Wallie Record,Curtice,Tatiania,,7,Doktoral,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
867,Devy Dowden,Lorant,Cherilyn,,6,Magister,7,Doktoral,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
868,Farand Brawn,Wiley,Shaun,,7,Doktoral,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"500 Juta - 1 Miliar",8,,
869,Ivonne Baudrey,Nehemiah,Marieann,,4,Diploma,1,Sekolah Dasar,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
870,Serena Espadater,Elston,Chrissie,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"0 - 1 Juta",1,,
871,Bernardina Sevitt,Claus,Noni,,2,Sekolah Menengah Pertama,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
872,Darsey Hatzar,Aldous,Diandra,,4,Diploma,5,Sarjana,,,"20 Juta - 50 Juta",5,"5 Juta - 10 Juta",3,,
873,Robby O' Mullan,Benny,Dannye,,4,Diploma,5,Sarjana,,,"100 Juta - 500 Juta",7,"20 Juta - 50 Juta",5,,
874,Alonso Simonett,Carmine,Rebeca,,7,Doktoral,5,Sarjana,,,"50 Juta - 100 Juta",6,"100 Juta - 500 Juta",7,,
875,Chariot Comber,Ewell,Lucila,,4,Diploma,4,Diploma,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
876,Cristobal Olkowicz,Gideon,Erminie,,3,Sekolah Menengah Atas,4,Diploma,,,"5 Juta - 10 Juta",3,"50 Juta - 100 Juta",6,,
877,Abbi Chevolleau,Hoebart,Giselle,,7,Doktoral,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"100 Juta - 500 Juta",7,,
878,Merell Gundry,Scotti,Kore,,2,Sekolah Menengah Pertama,4,Diploma,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
879,Artemus Wordsworth,Solly,Roxanna,,1,Sekolah Dasar,7,Doktoral,,,"100 Juta - 500 Juta",7,"20 Juta - 50 Juta",5,,
